Distination,Goose_pkt_appid,Goose_pkt_length,Goose_pkt_datSet,Goose_pkt_TimeAllowTolive,Goose_pkt_stNum,Goose_pkt_sqNum,Goose_pkt_Data_bit_string
0.5,0.042105263,0,0.533333333,1,0.03343465,0.8,0
0.625,0.052631579,0.333333333,0.666666667,0,0.036474164,0.4,1
0.75,0.063157895,0,0.8,0,0.03343465,0.4,0
0,0,0.333333333,0,1,0.039513678,0.6,1
0.125,0.010526316,0,0.133333333,1,0.036474164,0.6,0
0.625,0.052631579,0.333333333,0.666666667,1,0.036474164,0.6,1
0.75,0.063157895,0,0.8,1,0.03343465,0.6,0
0.25,0.021052632,0,0.266666667,0,0.036474164,0,0
0.25,0.021052632,0,0.266666667,0,0.036474164,0.2,0
0.25,0.021052632,0,0.266666667,0,0.036474164,0.4,0
0.25,0.021052632,0,0.266666667,1,0.036474164,0.6,0
0.5,0.042105263,0,0.533333333,0,0.036474164,0,0
0.375,0.031578947,0.333333333,0.4,0,0.039513678,0,1
0.375,0.031578947,0.333333333,0.4,0,0.039513678,0.2,1
0.5,0.042105263,0,0.533333333,0,0.036474164,0.2,0
0.375,0.031578947,0.333333333,0.4,0,0.039513678,0.4,1
0.5,0.042105263,0,0.533333333,0,0.036474164,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.039513678,0.6,1
0.5,0.042105263,0,0.533333333,1,0.036474164,0.6,0
0,0,0.333333333,0,1,0.039513678,0.8,1
0.125,0.010526316,0,0.133333333,1,0.036474164,0.8,0
0.625,0.052631579,0.333333333,0.666666667,1,0.036474164,0.8,1
0.75,0.063157895,0,0.8,1,0.03343465,0.8,0
0.25,0.021052632,0,0.266666667,1,0.036474164,0.8,0
0.75,0.063157895,0,0.8,0,0.036474164,0,0
0.625,0.052631579,0.333333333,0.666666667,0,0.039513678,0,1
0.625,0.052631579,0.333333333,0.666666667,0,0.039513678,0.2,1
0.75,0.063157895,0,0.8,0,0.036474164,0.2,0
0.625,0.052631579,0.333333333,0.666666667,0,0.039513678,0.4,1
0.75,0.063157895,0,0.8,0,0.036474164,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.039513678,0.8,1
0.5,0.042105263,0,0.533333333,1,0.036474164,0.8,0
0,0,0.333333333,0,1,0.039513678,1,1
0.125,0.010526316,0,0.133333333,1,0.036474164,1,0
0.625,0.052631579,0.333333333,0.666666667,1,0.039513678,0.6,1
0.75,0.063157895,0,0.8,1,0.036474164,0.6,0
0.25,0.021052632,0,0.266666667,1,0.036474164,1,0
0.125,0.010526316,0,0.133333333,0,0.039513678,0,0
0,0,0.333333333,0,0,0.042553191,0,1
0,0,0.333333333,0,0,0.042553191,0.2,1
0.125,0.010526316,0,0.133333333,0,0.039513678,0.2,0
0,0,0.333333333,0,0,0.042553191,0.4,1
0.125,0.010526316,0,0.133333333,0,0.039513678,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.039513678,1,1
0.5,0.042105263,0,0.533333333,1,0.036474164,1,0
0,0,0.333333333,0,1,0.042553191,0.6,1
0.125,0.010526316,0,0.133333333,1,0.039513678,0.6,0
0.625,0.052631579,0.333333333,0.666666667,1,0.039513678,0.8,1
0.75,0.063157895,0,0.8,1,0.036474164,0.8,0
0.25,0.021052632,0,0.266666667,0,0.039513678,0,0
0.25,0.021052632,0,0.266666667,0,0.039513678,0.2,0
0.25,0.021052632,0,0.266666667,0,0.039513678,0.4,0
0.25,0.021052632,0,0.266666667,1,0.039513678,0.6,0
0.5,0.042105263,0,0.533333333,0,0.039513678,0,0
0.375,0.031578947,0.333333333,0.4,0,0.042553191,0,1
0.375,0.031578947,0.333333333,0.4,0,0.042553191,0.2,1
0.5,0.042105263,0,0.533333333,0,0.039513678,0.2,0
0.375,0.031578947,0.333333333,0.4,0,0.042553191,0.4,1
0.5,0.042105263,0,0.533333333,0,0.039513678,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.042553191,0.6,1
0.5,0.042105263,0,0.533333333,1,0.039513678,0.6,0
0,0,0.333333333,0,1,0.042553191,0.8,1
0.125,0.010526316,0,0.133333333,1,0.039513678,0.8,0
0.625,0.052631579,0.333333333,0.666666667,1,0.039513678,1,1
0.75,0.063157895,0,0.8,1,0.036474164,1,0
0.25,0.021052632,0,0.266666667,1,0.039513678,0.8,0
0.125,0.010526316,0,0.133333333,0,0.042553191,0,0
0,0,0.333333333,0,0,0.045592705,0,1
0.75,0.063157895,0,0.8,0,0.039513678,0,0
0.625,0.052631579,0.333333333,0.666666667,0,0.042553191,0,1
0,0,0.333333333,0,0,0.045592705,0.2,1
0.125,0.010526316,0,0.133333333,0,0.042553191,0.2,0
0.625,0.052631579,0.333333333,0.666666667,0,0.042553191,0.2,1
0.75,0.063157895,0,0.8,0,0.039513678,0.2,0
0,0,0.333333333,0,0,0.045592705,0.4,1
0.125,0.010526316,0,0.133333333,0,0.042553191,0.4,0
0.625,0.052631579,0.333333333,0.666666667,0,0.042553191,0.4,1
0.75,0.063157895,0,0.8,0,0.039513678,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.042553191,0.8,1
0.5,0.042105263,0,0.533333333,1,0.039513678,0.8,0
0,0,0.333333333,0,1,0.045592705,0.6,1
0.125,0.010526316,0,0.133333333,1,0.042553191,0.6,0
0.625,0.052631579,0.333333333,0.666666667,1,0.042553191,0.6,1
0.75,0.063157895,0,0.8,1,0.039513678,0.6,0
0.25,0.021052632,0,0.266666667,0,0.042553191,0,0
0.25,0.021052632,0,0.266666667,0,0.042553191,0.2,0
0.25,0.021052632,0,0.266666667,0,0.042553191,0.4,0
0.25,0.021052632,0,0.266666667,1,0.042553191,0.6,0
0.5,0.042105263,0,0.533333333,0,0.042553191,0,0
0.375,0.031578947,0.333333333,0.4,0,0.045592705,0,1
0.375,0.031578947,0.333333333,0.4,0,0.045592705,0.2,1
0.5,0.042105263,0,0.533333333,0,0.042553191,0.2,0
0.375,0.031578947,0.333333333,0.4,0,0.045592705,0.4,1
0.5,0.042105263,0,0.533333333,0,0.042553191,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.045592705,0.6,1
0.5,0.042105263,0,0.533333333,1,0.042553191,0.6,0
0,0,0.333333333,0,1,0.045592705,0.8,1
0.125,0.010526316,0,0.133333333,1,0.042553191,0.8,0
0.625,0.052631579,0.333333333,0.666666667,1,0.042553191,0.8,1
0.75,0.063157895,0,0.8,1,0.039513678,0.8,0
0.25,0.021052632,0,0.266666667,1,0.042553191,0.8,0
0.75,0.063157895,0,0.8,0,0.042553191,0,0
0.625,0.052631579,0.333333333,0.666666667,0,0.045592705,0,1
0.625,0.052631579,0.333333333,0.666666667,0,0.045592705,0.2,1
0.75,0.063157895,0,0.8,0,0.042553191,0.2,0
0.375,0.031578947,0.333333333,0.4,1,0.045592705,0.8,1
0.5,0.042105263,0,0.533333333,1,0.042553191,0.8,0
0.625,0.052631579,0.333333333,0.666666667,0,0.045592705,0.4,1
0.75,0.063157895,0,0.8,0,0.042553191,0.4,0
0,0,0.333333333,0,1,0.045592705,1,1
0.125,0.010526316,0,0.133333333,1,0.042553191,1,0
0.625,0.052631579,0.333333333,0.666666667,1,0.045592705,0.6,1
0.75,0.063157895,0,0.8,1,0.042553191,0.6,0
0.25,0.021052632,0,0.266666667,1,0.042553191,1,0
0.125,0.010526316,0,0.133333333,0,0.045592705,0,0
0,0,0.333333333,0,0,0.048632219,0,1
0,0,0.333333333,0,0,0.048632219,0.2,1
0.125,0.010526316,0,0.133333333,0,0.045592705,0.2,0
0,0,0.333333333,0,0,0.048632219,0.4,1
0.125,0.010526316,0,0.133333333,0,0.045592705,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.045592705,1,1
0.5,0.042105263,0,0.533333333,1,0.042553191,1,0
0,0,0.333333333,0,1,0.048632219,0.6,1
0.125,0.010526316,0,0.133333333,1,0.045592705,0.6,0
0.625,0.052631579,0.333333333,0.666666667,1,0.045592705,0.8,1
0.75,0.063157895,0,0.8,1,0.042553191,0.8,0
0.25,0.021052632,0,0.266666667,0,0.045592705,0,0
0.25,0.021052632,0,0.266666667,0,0.045592705,0.2,0
0.25,0.021052632,0,0.266666667,0,0.045592705,0.4,0
0.25,0.021052632,0,0.266666667,1,0.045592705,0.6,0
0.5,0.042105263,0,0.533333333,0,0.045592705,0,0
0.375,0.031578947,0.333333333,0.4,0,0.048632219,0,1
0.375,0.031578947,0.333333333,0.4,0,0.048632219,0.2,1
0.5,0.042105263,0,0.533333333,0,0.045592705,0.2,0
0.375,0.031578947,0.333333333,0.4,0,0.048632219,0.4,1
0.5,0.042105263,0,0.533333333,0,0.045592705,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.048632219,0.6,1
0.5,0.042105263,0,0.533333333,1,0.045592705,0.6,0
0,0,0.333333333,0,1,0.048632219,0.8,1
0.125,0.010526316,0,0.133333333,1,0.045592705,0.8,0
0.625,0.052631579,0.333333333,0.666666667,1,0.045592705,1,1
0.75,0.063157895,0,0.8,1,0.042553191,1,0
0.25,0.021052632,0,0.266666667,1,0.045592705,0.8,0
0.125,0.010526316,0,0.133333333,0,0.048632219,0,0
0,0,0.333333333,0,0,0.051671733,0,1
0.75,0.063157895,0,0.8,0,0.045592705,0,0
0.625,0.052631579,0.333333333,0.666666667,0,0.048632219,0,1
0,0,0.333333333,0,0,0.051671733,0.2,1
0.125,0.010526316,0,0.133333333,0,0.048632219,0.2,0
0.625,0.052631579,0.333333333,0.666666667,0,0.048632219,0.2,1
0.75,0.063157895,0,0.8,0,0.045592705,0.2,0
0,0,0.333333333,0,0,0.051671733,0.4,1
0.125,0.010526316,0,0.133333333,0,0.048632219,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.048632219,0.8,1
0.5,0.042105263,0,0.533333333,1,0.045592705,0.8,0
0.625,0.052631579,0.333333333,0.666666667,0,0.048632219,0.4,1
0.75,0.063157895,0,0.8,0,0.045592705,0.4,0
0,0,0.333333333,0,1,0.051671733,0.6,1
0.125,0.010526316,0,0.133333333,1,0.048632219,0.6,0
0.625,0.052631579,0.333333333,0.666666667,1,0.048632219,0.6,1
0.75,0.063157895,0,0.8,1,0.045592705,0.6,0
0.25,0.021052632,0,0.266666667,0,0.048632219,0,0
0.25,0.021052632,0,0.266666667,0,0.048632219,0.2,0
0.25,0.021052632,0,0.266666667,0,0.048632219,0.4,0
0.25,0.021052632,0,0.266666667,1,0.048632219,0.6,0
0.5,0.042105263,0,0.533333333,0,0.048632219,0,0
0.375,0.031578947,0.333333333,0.4,0,0.051671733,0,1
0.375,0.031578947,0.333333333,0.4,0,0.051671733,0.2,1
0.5,0.042105263,0,0.533333333,0,0.048632219,0.2,0
0.375,0.031578947,0.333333333,0.4,0,0.051671733,0.4,1
0.5,0.042105263,0,0.533333333,0,0.048632219,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.051671733,0.6,1
0.5,0.042105263,0,0.533333333,1,0.048632219,0.6,0
0,0,0.333333333,0,1,0.051671733,0.8,1
0.125,0.010526316,0,0.133333333,1,0.048632219,0.8,0
0.625,0.052631579,0.333333333,0.666666667,1,0.048632219,0.8,1
0.75,0.063157895,0,0.8,1,0.045592705,0.8,0
0.25,0.021052632,0,0.266666667,1,0.048632219,0.8,0
0.75,0.063157895,0,0.8,0,0.048632219,0,0
0.625,0.052631579,0.333333333,0.666666667,0,0.051671733,0,1
0.625,0.052631579,0.333333333,0.666666667,0,0.051671733,0.2,1
0.75,0.063157895,0,0.8,0,0.048632219,0.2,0
0.375,0.031578947,0.333333333,0.4,1,0.051671733,0.8,1
0.5,0.042105263,0,0.533333333,1,0.048632219,0.8,0
0.625,0.052631579,0.333333333,0.666666667,0,0.051671733,0.4,1
0.75,0.063157895,0,0.8,0,0.048632219,0.4,0
0,0,0.333333333,0,1,0.051671733,1,1
0.125,0.010526316,0,0.133333333,1,0.048632219,1,0
0.625,0.052631579,0.333333333,0.666666667,1,0.051671733,0.6,1
0.75,0.063157895,0,0.8,1,0.048632219,0.6,0
0.25,0.021052632,0,0.266666667,1,0.048632219,1,0
0.125,0.010526316,0,0.133333333,0,0.051671733,0,0
0,0,0.333333333,0,0,0.054711246,0,1
0,0,0.333333333,0,0,0.054711246,0.2,1
0.125,0.010526316,0,0.133333333,0,0.051671733,0.2,0
0,0,0.333333333,0,0,0.054711246,0.4,1
0.125,0.010526316,0,0.133333333,0,0.051671733,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.051671733,1,1
0.5,0.042105263,0,0.533333333,1,0.048632219,1,0
0,0,0.333333333,0,1,0.054711246,0.6,1
0.125,0.010526316,0,0.133333333,1,0.051671733,0.6,0
0.625,0.052631579,0.333333333,0.666666667,1,0.051671733,0.8,1
0.75,0.063157895,0,0.8,1,0.048632219,0.8,0
0.25,0.021052632,0,0.266666667,0,0.051671733,0,0
0.25,0.021052632,0,0.266666667,0,0.051671733,0.2,0
0.25,0.021052632,0,0.266666667,0,0.051671733,0.4,0
0.25,0.021052632,0,0.266666667,1,0.051671733,0.6,0
0.5,0.042105263,0,0.533333333,0,0.051671733,0,0
0.375,0.031578947,0.333333333,0.4,0,0.054711246,0,1
0.375,0.031578947,0.333333333,0.4,0,0.054711246,0.2,1
0.5,0.042105263,0,0.533333333,0,0.051671733,0.2,0
0.375,0.031578947,0.333333333,0.4,0,0.054711246,0.4,1
0.5,0.042105263,0,0.533333333,0,0.051671733,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.054711246,0.6,1
0.5,0.042105263,0,0.533333333,1,0.051671733,0.6,0
0,0,0.333333333,0,1,0.054711246,0.8,1
0.125,0.010526316,0,0.133333333,1,0.051671733,0.8,0
0.625,0.052631579,0.333333333,0.666666667,1,0.051671733,1,1
0.75,0.063157895,0,0.8,1,0.048632219,1,0
0.25,0.021052632,0,0.266666667,1,0.051671733,0.8,0
0.125,0.010526316,0,0.133333333,0,0.054711246,0,0
0,0,0.333333333,0,0,0.05775076,0,1
0.75,0.063157895,0,0.8,0,0.051671733,0,0
0.625,0.052631579,0.333333333,0.666666667,0,0.054711246,0,1
0,0,0.333333333,0,0,0.05775076,0.2,1
0.125,0.010526316,0,0.133333333,0,0.054711246,0.2,0
0.625,0.052631579,0.333333333,0.666666667,0,0.054711246,0.2,1
0.75,0.063157895,0,0.8,0,0.051671733,0.2,0
0,0,0.333333333,0,0,0.05775076,0.4,1
0.125,0.010526316,0,0.133333333,0,0.054711246,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.054711246,0.8,1
0.5,0.042105263,0,0.533333333,1,0.051671733,0.8,0
0.625,0.052631579,0.333333333,0.666666667,0,0.054711246,0.4,1
0.75,0.063157895,0,0.8,0,0.051671733,0.4,0
0,0,0.333333333,0,1,0.05775076,0.6,1
0.125,0.010526316,0,0.133333333,1,0.054711246,0.6,0
0.625,0.052631579,0.333333333,0.666666667,1,0.054711246,0.6,1
0.75,0.063157895,0,0.8,1,0.051671733,0.6,0
0.25,0.021052632,0,0.266666667,0,0.054711246,0,0
0.25,0.021052632,0,0.266666667,0,0.054711246,0.2,0
0.25,0.021052632,0,0.266666667,0,0.054711246,0.4,0
0.25,0.021052632,0,0.266666667,1,0.054711246,0.6,0
0.5,0.042105263,0,0.533333333,0,0.054711246,0,0
0.375,0.031578947,0.333333333,0.4,0,0.05775076,0,1
0.375,0.031578947,0.333333333,0.4,0,0.05775076,0.2,1
0.5,0.042105263,0,0.533333333,0,0.054711246,0.2,0
0.375,0.031578947,0.333333333,0.4,0,0.05775076,0.4,1
0.5,0.042105263,0,0.533333333,0,0.054711246,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.05775076,0.6,1
0.5,0.042105263,0,0.533333333,1,0.054711246,0.6,0
0,0,0.333333333,0,1,0.05775076,0.8,1
0.125,0.010526316,0,0.133333333,1,0.054711246,0.8,0
0.625,0.052631579,0.333333333,0.666666667,1,0.054711246,0.8,1
0.75,0.063157895,0,0.8,1,0.051671733,0.8,0
0.25,0.021052632,0,0.266666667,1,0.054711246,0.8,0
0.75,0.063157895,0,0.8,0,0.054711246,0,0
0.625,0.052631579,0.333333333,0.666666667,0,0.05775076,0,1
0.625,0.052631579,0.333333333,0.666666667,0,0.05775076,0.2,1
0.75,0.063157895,0,0.8,0,0.054711246,0.2,0
0.625,0.052631579,0.333333333,0.666666667,0,0.05775076,0.4,1
0.75,0.063157895,0,0.8,0,0.054711246,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.05775076,0.8,1
0.5,0.042105263,0,0.533333333,1,0.054711246,0.8,0
0,0,0.333333333,0,1,0.05775076,1,1
0.125,0.010526316,0,0.133333333,1,0.054711246,1,0
0.625,0.052631579,0.333333333,0.666666667,1,0.05775076,0.6,1
0.75,0.063157895,0,0.8,1,0.054711246,0.6,0
0.25,0.021052632,0,0.266666667,1,0.054711246,1,0
0.125,0.010526316,0,0.133333333,0,0.05775076,0,0
0,0,0.333333333,0,0,0.060790274,0,1
0,0,0.333333333,0,0,0.060790274,0.2,1
0.125,0.010526316,0,0.133333333,0,0.05775076,0.2,0
0,0,0.333333333,0,0,0.060790274,0.4,1
0.125,0.010526316,0,0.133333333,0,0.05775076,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.05775076,1,1
0.5,0.042105263,0,0.533333333,1,0.054711246,1,0
0,0,0.333333333,0,1,0.060790274,0.6,1
0.125,0.010526316,0,0.133333333,1,0.05775076,0.6,0
0.625,0.052631579,0.333333333,0.666666667,1,0.05775076,0.8,1
0.75,0.063157895,0,0.8,1,0.054711246,0.8,0
0.25,0.021052632,0,0.266666667,0,0.05775076,0,0
0.25,0.021052632,0,0.266666667,0,0.05775076,0.2,0
0.25,0.021052632,0,0.266666667,0,0.05775076,0.4,0
0.25,0.021052632,0,0.266666667,1,0.05775076,0.6,0
0.5,0.042105263,0,0.533333333,0,0.05775076,0,0
0.375,0.031578947,0.333333333,0.4,0,0.060790274,0,1
0.375,0.031578947,0.333333333,0.4,0,0.060790274,0.2,1
0.5,0.042105263,0,0.533333333,0,0.05775076,0.2,0
0.375,0.031578947,0.333333333,0.4,0,0.060790274,0.4,1
0.5,0.042105263,0,0.533333333,0,0.05775076,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.060790274,0.6,1
0.5,0.042105263,0,0.533333333,1,0.05775076,0.6,0
0,0,0.333333333,0,1,0.060790274,0.8,1
0.125,0.010526316,0,0.133333333,1,0.05775076,0.8,0
0.625,0.052631579,0.333333333,0.666666667,1,0.05775076,1,1
0.75,0.063157895,0,0.8,1,0.054711246,1,0
0.25,0.021052632,0,0.266666667,1,0.05775076,0.8,0
0.125,0.010526316,0,0.133333333,0,0.060790274,0,0
0,0,0.333333333,0,0,0.063829787,0,1
0.75,0.063157895,0,0.8,0,0.05775076,0,0
0.625,0.052631579,0.333333333,0.666666667,0,0.060790274,0,1
0,0,0.333333333,0,0,0.063829787,0.2,1
0.125,0.010526316,0,0.133333333,0,0.060790274,0.2,0
0.625,0.052631579,0.333333333,0.666666667,0,0.060790274,0.2,1
0.75,0.063157895,0,0.8,0,0.05775076,0.2,0
0,0,0.333333333,0,0,0.063829787,0.4,1
0.125,0.010526316,0,0.133333333,0,0.060790274,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.060790274,0.8,1
0.5,0.042105263,0,0.533333333,1,0.05775076,0.8,0
0.625,0.052631579,0.333333333,0.666666667,0,0.060790274,0.4,1
0.75,0.063157895,0,0.8,0,0.05775076,0.4,0
0,0,0.333333333,0,1,0.063829787,0.6,1
0.125,0.010526316,0,0.133333333,1,0.060790274,0.6,0
0.625,0.052631579,0.333333333,0.666666667,1,0.060790274,0.6,1
0.75,0.063157895,0,0.8,1,0.05775076,0.6,0
0.25,0.021052632,0,0.266666667,0,0.060790274,0,0
0.25,0.021052632,0,0.266666667,0,0.060790274,0.2,0
0.25,0.021052632,0,0.266666667,0,0.060790274,0.4,0
0.25,0.021052632,0,0.266666667,1,0.060790274,0.6,0
0.5,0.042105263,0,0.533333333,0,0.060790274,0,0
0.375,0.031578947,0.333333333,0.4,0,0.063829787,0,1
0.375,0.031578947,0.333333333,0.4,0,0.063829787,0.2,1
0.5,0.042105263,0,0.533333333,0,0.060790274,0.2,0
0.375,0.031578947,0.333333333,0.4,0,0.063829787,0.4,1
0.5,0.042105263,0,0.533333333,0,0.060790274,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.063829787,0.6,1
0.5,0.042105263,0,0.533333333,1,0.060790274,0.6,0
0,0,0.333333333,0,1,0.063829787,0.8,1
0.125,0.010526316,0,0.133333333,1,0.060790274,0.8,0
0.625,0.052631579,0.333333333,0.666666667,1,0.060790274,0.8,1
0.75,0.063157895,0,0.8,1,0.05775076,0.8,0
0.25,0.021052632,0,0.266666667,1,0.060790274,0.8,0
0.75,0.063157895,0,0.8,0,0.060790274,0,0
0.625,0.052631579,0.333333333,0.666666667,0,0.063829787,0,1
0.625,0.052631579,0.333333333,0.666666667,0,0.063829787,0.2,1
0.75,0.063157895,0,0.8,0,0.060790274,0.2,0
0.625,0.052631579,0.333333333,0.666666667,0,0.063829787,0.4,1
0.75,0.063157895,0,0.8,0,0.060790274,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.063829787,0.8,1
0.5,0.042105263,0,0.533333333,1,0.060790274,0.8,0
0,0,0.333333333,0,1,0.063829787,1,1
0.125,0.010526316,0,0.133333333,1,0.060790274,1,0
0.625,0.052631579,0.333333333,0.666666667,1,0.063829787,0.6,1
0.75,0.063157895,0,0.8,1,0.060790274,0.6,0
0.25,0.021052632,0,0.266666667,1,0.060790274,1,0
0.125,0.010526316,0,0.133333333,0,0.063829787,0,0
0,0,0.333333333,0,0,0.066869301,0,1
0,0,0.333333333,0,0,0.066869301,0.2,1
0.125,0.010526316,0,0.133333333,0,0.063829787,0.2,0
0,0,0.333333333,0,0,0.066869301,0.4,1
0.125,0.010526316,0,0.133333333,0,0.063829787,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.063829787,1,1
0.5,0.042105263,0,0.533333333,1,0.060790274,1,0
0,0,0.333333333,0,1,0.066869301,0.6,1
0.125,0.010526316,0,0.133333333,1,0.063829787,0.6,0
0.625,0.052631579,0.333333333,0.666666667,1,0.063829787,0.8,1
0.75,0.063157895,0,0.8,1,0.060790274,0.8,0
0.25,0.021052632,0,0.266666667,0,0.063829787,0,0
0.25,0.021052632,0,0.266666667,0,0.063829787,0.2,0
0.25,0.021052632,0,0.266666667,0,0.063829787,0.4,0
0.25,0.021052632,0,0.266666667,1,0.063829787,0.6,0
0.5,0.042105263,0,0.533333333,0,0.063829787,0,0
0.375,0.031578947,0.333333333,0.4,0,0.066869301,0,1
0.375,0.031578947,0.333333333,0.4,0,0.066869301,0.2,1
0.5,0.042105263,0,0.533333333,0,0.063829787,0.2,0
0.375,0.031578947,0.333333333,0.4,0,0.066869301,0.4,1
0.5,0.042105263,0,0.533333333,0,0.063829787,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.066869301,0.6,1
0.5,0.042105263,0,0.533333333,1,0.063829787,0.6,0
0,0,0.333333333,0,1,0.066869301,0.8,1
0.125,0.010526316,0,0.133333333,1,0.063829787,0.8,0
0.625,0.052631579,0.333333333,0.666666667,1,0.063829787,1,1
0.75,0.063157895,0,0.8,1,0.060790274,1,0
0.25,0.021052632,0,0.266666667,1,0.063829787,0.8,0
0.125,0.010526316,0,0.133333333,0,0.066869301,0,0
0,0,0.333333333,0,0,0.069908815,0,1
0.75,0.063157895,0,0.8,0,0.063829787,0,0
0.625,0.052631579,0.333333333,0.666666667,0,0.066869301,0,1
0,0,0.333333333,0,0,0.069908815,0.2,1
0.125,0.010526316,0,0.133333333,0,0.066869301,0.2,0
0.625,0.052631579,0.333333333,0.666666667,0,0.066869301,0.2,1
0.75,0.063157895,0,0.8,0,0.063829787,0.2,0
0,0,0.333333333,0,0,0.069908815,0.4,1
0.125,0.010526316,0,0.133333333,0,0.066869301,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.066869301,0.8,1
0.5,0.042105263,0,0.533333333,1,0.063829787,0.8,0
0.625,0.052631579,0.333333333,0.666666667,0,0.066869301,0.4,1
0.75,0.063157895,0,0.8,0,0.063829787,0.4,0
0,0,0.333333333,0,1,0.069908815,0.6,1
0.125,0.010526316,0,0.133333333,1,0.066869301,0.6,0
0.625,0.052631579,0.333333333,0.666666667,1,0.066869301,0.6,1
0.75,0.063157895,0,0.8,1,0.063829787,0.6,0
0.25,0.021052632,0,0.266666667,0,0.066869301,0,0
0.25,0.021052632,0,0.266666667,0,0.066869301,0.2,0
0.25,0.021052632,0,0.266666667,0,0.066869301,0.4,0
0.25,0.021052632,0,0.266666667,1,0.066869301,0.6,0
0.5,0.042105263,0,0.533333333,0,0.066869301,0,0
0.375,0.031578947,0.333333333,0.4,0,0.069908815,0,1
0.375,0.031578947,0.333333333,0.4,0,0.069908815,0.2,1
0.5,0.042105263,0,0.533333333,0,0.066869301,0.2,0
0.375,0.031578947,0.333333333,0.4,0,0.069908815,0.4,1
0.5,0.042105263,0,0.533333333,0,0.066869301,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.069908815,0.6,1
0.5,0.042105263,0,0.533333333,1,0.066869301,0.6,0
0,0,0.333333333,0,1,0.069908815,0.8,1
0.125,0.010526316,0,0.133333333,1,0.066869301,0.8,0
0.625,0.052631579,0.333333333,0.666666667,1,0.066869301,0.8,1
0.75,0.063157895,0,0.8,1,0.063829787,0.8,0
0.25,0.021052632,0,0.266666667,1,0.066869301,0.8,0
0.75,0.063157895,0,0.8,0,0.066869301,0,0
0.625,0.052631579,0.333333333,0.666666667,0,0.069908815,0,1
0.625,0.052631579,0.333333333,0.666666667,0,0.069908815,0.2,1
0.75,0.063157895,0,0.8,0,0.066869301,0.2,0
0.375,0.031578947,0.333333333,0.4,1,0.069908815,0.8,1
0.5,0.042105263,0,0.533333333,1,0.066869301,0.8,0
0.625,0.052631579,0.333333333,0.666666667,0,0.069908815,0.4,1
0.75,0.063157895,0,0.8,0,0.066869301,0.4,0
0,0,0.333333333,0,1,0.069908815,1,1
0.125,0.010526316,0,0.133333333,1,0.066869301,1,0
0.625,0.052631579,0.333333333,0.666666667,1,0.069908815,0.6,1
0.75,0.063157895,0,0.8,1,0.066869301,0.6,0
0.25,0.021052632,0,0.266666667,1,0.066869301,1,0
0.125,0.010526316,0,0.133333333,0,0.069908815,0,0
0,0,0.333333333,0,0,0.072948328,0,1
0,0,0.333333333,0,0,0.072948328,0.2,1
0.125,0.010526316,0,0.133333333,0,0.069908815,0.2,0
0,0,0.333333333,0,0,0.072948328,0.4,1
0.125,0.010526316,0,0.133333333,0,0.069908815,0.4,0
0.375,0.031578947,0.333333333,0.4,1,0.069908815,1,1
0.5,0.042105263,0,0.533333333,1,0.066869301,1,0
0,0,0.333333333,0,1,0.072948328,0.6,1
0.125,0.010526316,0,0.133333333,1,0.069908815,0.6,0
0.625,0.052631579,0.333333333,0.666666667,1,0.069908815,0.8,1
0.75,0.063157895,0,0.8,1,0.066869301,0.8,0
0.25,0.021052632,0,0.266666667,0,0.069908815,0,0
0.25,0.021052632,0,0.266666667,0,0.069908815,0.2,0
0.25,0.021052632,0,0.266666667,0,0.069908815,0.4,0
0.25,0.021052632,0,0.266666667,1,0.069908815,0.6,0
0.5,0.042105263,0,0.533333333,0,0.069908815,0,0
0.375,0.031578947,0.333333333,0.4,0,0.072948328,0,1
0.5,0.042105263,0,0.533333333,0,0.069908815,0.2,0
0.375,0.031578947,0.333333333,0.4,0,0.072948328,0.2,1
0.5,0.042105263,0,0.533333333,0,0.069908815,0.4,0
0.375,0.031578947,0.333333333,0.4,0,0.072948328,0.4,1
0.5,0.042105263,0,0.533333333,1,0.069908815,0.6,0
